Experience,Salary
1,26000
1,26000
1,26000
1,26000
1,26000
1,26000
1,26000
1,26000
1,30000
1,35000
1,47898
1,25000
1,25000
1,25000
1,25000
1,25000
1,25000
1,25000
1,25000
1,26000
1,30000
1,35000
1,26000
1,30000
1,30000
1,30000
1,30000
1,30000
1,30000
1,30000
1,30000
1,30000
1,30000
1,30000
1,30000
1,35000
1,35000
1,26000
1,26000
1,26000
1,26000
1,26000
1,26000
1,26000
1,26000
1,32000
1,32000
1,32000
1,32000
1,25000
1,579
1,119836
1,119836
1,30000
1,106132
1,106686
1,106686
1,106686
1.5,35000
1.5,35000
1.5,350
1.5,35000
1.5,40000
2,95000
2,95000
2,95000
2,95000
2,95000
2,95000
2,95000
2,95000
2,95000
2,95000
2,95000
2,95000
2,100000
2,100000
2,100000
2,110000
2,110000
2,110000
2,110000
2,110000
2,110000
2,110000
2,115000
2,115000
2,115000
2,125000
2,35000
2,40000
2,40000
2,40000
2,45000
2,45000
2,110000
2,110000
2,110000
2,110000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,55000
2,40000
2,50000
2,55000
2,63901
2,64182
2,64182
2,64182
2,50000
2,50000
2,90249
2,90249
2,38000
2,38000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,60000
2,63789
2,65000
2,65000
2,65000
2,70000
2,70000
2,70000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,50000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,55000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,65000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,75000
2,45000
2,65000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,70000
2,45000
2,45000
2,45000
2,45000
2,45000
2,30000
2,40000
2,40000
2,45000
2,45000
2,30000
2,30000
2,30000
2,30000
2,30000
2,30000
2,30000
2,31000
2,31000
2,31000
2,31000
2,31000
2,31000
2,31000
2,31000
2,31000
2,31000
2,31000
2,31000
2,35000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,35000
2,35000
2,35000
2,35000
2,35000
2,35000
2,35000
2,35000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,40000
2,35000
2,35000
2,35000
2,35000
2,35000
2,35000
2,35000
2,40000
2,40000
2,43000
2,43000
2,43000
2,40000
2,33000
2,33000
2,33000
2,33000
2,33000
2,33000
2,33000
2,33000
2,35000
2,35000
2,35000
2,35000
2,35000
2,35000
2,35000
2,35000
2,35000
2,35000
2,120000
2,60000
2,48000
2,48000
2,50000
2,50000
2,40000
2,115000
2,115000
2,115000
2,115000
2,115000
2,115000
2,115000
2,115000
2,115000
2,115000
3,135000
3,110000
3,110000
3,110000
3,110000
3,110000
3,120000
3,120000
3,120000
3,120000
3,120000
3,120000
3,120000
3,120000
3,120000
3,120000
3,120000
3,120000
3,120000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,135000
3,135000
3,125000
3,125000
3,125000
3,125000
3,45000
3,50000
3,45000
3,45000
3,60000
3,50000
3,50000
3,50000
3,55000
3,55000
3,45000
3,55000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,67556
3,75072
3,75072
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,62000
3,70000
3,75000
3,75000
3,75000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,80000
3,85000
3,85000
3,85000
3,85000
3,85000
3,85000
3,85000
3,85000
3,85000
3,85000
3,85000
3,52000
3,52000
3,52000
3,52000
3,52000
3,52000
3,52000
3,52000
3,52000
3,52000
3,52000
3,52000
3,55000
3,55000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,65000
3,65000
3,65000
3,70000
3,70000
3,70000
3,75000
3,85000
3,85000
3,85000
3,85000
3,85000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,60000
3,65000
3,70000
3,70000
3,75000
3,80000
3,80000
3,90000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,45000
3,45000
3,45000
3,45000
3,50000
3,68611
3,40000
3,40000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,50000
3,40000
3,40000
3,40000
3,40000
3,50000
3,50000
3,50000
3,50000
3,38000
3,38000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,130000
3,75000
3,75000
3,50000
3,45000
3,50000
3,68472
3,70216
3,70216
3,70216
3,70216
3,73640
3,73640
3,73640
3,88678
3,91397
3,50000
3,50000
3,55000
3,55000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,140000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,160000
4,140000
4,140000
4,140000
4,140000
4,50000
4,50000
4,60000
4,80000
4,65000
4,65000
4,60000
4,60000
4,60000
4,60000
4,60000
4,60000
4,60000
4,60000
4,79652
4,68732
4,82683
4,82683
4,115000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,70000
4,71699
4,72389
4,72389
4,72389
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,77606
4,77606
4,77606
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,71000
4,71000
4,71000
4,71000
4,71000
4,71000
4,71000
4,71000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,75000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,80000
4,90000
4,90000
4,90000
4,95000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,75000
4,95000
4,95000
4,95000
4,95000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,65000
4,95000
4,55000
4,65000
4,65000
4,60000
4,79767
4,80247
4,80247
4,80247
4,55000
4,75656
4,85825
4,89843
4,90944
4,91062
4,91062
4,91062
4,91397
4,91397
4,102859
4,102859
4,90000
4,90000
4,90000
4,90452
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,70000
4,65000
4,65000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
4,55000
5,150000
5,150000
5,150000
5,150000
5,150000
5,150000
5,160000
5,160000
5,160000
5,160000
5,160000
5,160000
5,160000
5,160000
5,165000
5,165000
5,140000
5,140000
5,160000
5,160000
5,160000
5,160000
5,160000
5,75000
5,90000
5,50000
5,50000
5,70000
5,70000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,85000
5,84407
5,70000
5,80000
5,80000
5,80000
5,80000
5,80000
5,80000
5,80000
5,80000
5,80000
5,80000
5,105000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,75000
5,75000
5,75000
5,75000
5,75000
5,75000
5,75000
5,75000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,100000
5,60000
5,60000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,80000
5,60000
5,115000
5,120000
5,135000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,70000
5,95000
5,70000
5,87584
5,76742
5,76742
5,80000
5,84181
5,84181
5,84181
5,95000
5,105000
5,105000
5,105000
5,105000
5,105000
5,105000
5,105000
5,105000
5,105000
5,105000
5,105000
5,105000
5,105000
5,70000
5,70000
5,180000
6,170000
6,170000
6,175000
6,65000
6,65000
6,75000
6,88035
6,88552
6,88552
6,88552
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,95000
6,100000
6,75000
6,85000
6,85000
6,85000
6,85000
6,85000
6,85000
6,85000
6,85000
6,110000
6,110000
6,110000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,85000
6,85000
6,85000
6,85000
6,85000
6,85000
6,85000
6,85000
6,95000
6,100000
6,115000
6,115000
6,115000
6,115000
6,115000
6,115000
6,115000
6,115000
6,115000
6,115000
6,115000
6,72000
6,72000
6,72000
6,72000
6,72000
6,72000
6,72000
6,72000
6,72000
6,72000
6,72000
6,72000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,90000
6,90000
6,90000
6,90000
6,90000
6,90000
6,90000
6,110000
6,110000
6,110000
6,110000
6,110000
6,110000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,110000
6,110000
6,110000
6,110000
6,110000
6,110000
6,85000
6,120000
6,80000
6,80000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,75000
6,170000
6,170000
6,170000
6,170000
6,170000
6,95000
6,160000
6,90000
6,100000
6,90000
6,108607
6,99363
6,100000
6,100000
6,100000
6,100000
6,100000
6,100000
6,100000
6,100000
6,100000
6,100000
6,105725
6,105725
6,100000
6,100000
6,100000
6,100000
6,100000
6,120000
6,125000
6,125000
6,125000
6,125000
6,125000
6,125000
6,125000
6,125000
6,125000
6,125000
6,125000
6,130000
6,175000
6,80000
6,80000
6,95000
6,95000
6,120000
6,130000
6,130000
6,130000
6,130000
6,130000
6,130000
6,130000
6,80000
6,80000
6,130000
6,130000
6,130000
6,130000
6,130000
6,130000
6,125000
6,125000
6,106662
6,100000
7,130000
7,130000
7,130000
7,130000
7,130000
7,180000
7,170000
7,170000
7,170000
7,170000
7,170000
7,75000
7,100000
7,90000
7,90000
7,90000
7,95000
7,80000
7,85000
7,90000
7,60000
7,60000
7,90000
7,175000
7,103282
7,120000
7,90000
7,106218
7,106218
7,106218
7,106218
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,85000
7,85000
7,85000
7,85000
7,85000
7,85000
7,85000
7,85000
7,96000
7,96000
7,96000
7,96000
7,96000
7,96000
7,96000
7,110000
7,110000
7,110000
7,110000
7,110000
7,130000
7,130000
7,142000
7,85000
7,85000
7,120000
7,90000
7,90000
7,90000
7,90000
7,95845
7,95845
7,180000
7,85000
7,115000
7,105000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,120000
7,90000
7,90000
7,130000
7,135000
7,135000
7,135000
7,135000
7,135000
7,135000
7,140000
7,140000
7,140000
7,140000
7,140000
7,140000
7,140000
7,140000
7,140000
7,140000
7,140000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,110000
7,120000
7,120000
7,135000
7,140000
7,140000
7,89000
7,89000
7,130000
7,140000
7,140000
7,140000
7,120000
7,170000
7,185000
7,185000
7,185000
7,185000
7,90000
7,90000
7,90000
7,110000
7,90000
7,90000
8,185000
8,185000
8,185000
8,185000
8,185000
8,190000
8,190000
8,180000
8,180000
8,180000
8,180000
8,180000
8,180000
8,180000
8,180000
8,180000
8,180000
8,180000
8,180000
8,180000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,90000
8,85000
8,70000
8,95000
8,95000
8,95000
8,95000
8,95000
8,110000
8,90000
8,100052
8,100679
8,100679
8,100679
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,130000
8,90000
8,101000
8,101000
8,101000
8,101000
8,101000
8,101000
8,101000
8,104000
8,104000
8,104000
8,104000
8,104000
8,104000
8,104000
8,90000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,145000
8,145000
8,145000
8,145000
8,145000
8,145000
8,100000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,135000
8,95000
8,95000
8,90000
8,105000
8,95000
8,107895
8,107895
8,111535
8,120288
8,130000
8,121454
8,122354
8,122354
8,122354
8,100000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,120000
8,139817
8,139817
8,90000
8,90000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,100000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,101332
8,101332
8,140000
8,155000
8,106492
8,106492
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,140000
8,150000
8,95000
8,95000
8,95000
8,95000
8,95000
8,95000
8,95000
8,95000
8,80000
8,95000
8,95000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,190000
8,80000
8,80000
9,180000
9,180000
9,180000
9,180000
9,190000
9,190000
9,190000
9,190000
9,190000
9,190000
9,190000
9,190000
9,190000
9,190000
9,190000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,195000
9,100000
9,185000
9,185000
9,185000
9,185000
9,185000
9,185000
9,185000
9,185000
9,185000
9,185000
9,95000
9,95000
9,100000
9,100000
9,95000
9,100000
9,95000
9,100000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,104661
9,104661
9,117904
9,130000
9,130000
9,130000
9,130000
9,130000
9,130000
9,130000
9,130000
9,130000
9,130000
9,125091
9,110000
9,110000
9,110000
9,110000
9,110000
9,110000
9,110000
9,110000
9,162000
9,185000
9,185000
9,185000
9,185000
9,185000
9,195000
9,105000
9,110000
9,105000
9,120000
9,110000
9,110000
9,126916
9,120000
9,120000
9,130000
9,125000
9,125000
9,125000
9,125000
9,125000
9,125000
9,125000
9,125000
9,125000
9,125000
9,125000
9,125000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,140000
9,146075
9,146075
9,146075
9,146075
9,150000
9,150000
9,130275
9,131547
9,131547
9,131547
9,132638
9,132638
9,132638
9,132638
9,125000
9,150000
9,150000
9,150000
9,150000
9,150000
9,150000
9,150000
9,150000
9,150000
9,145000
9,145000
9,145000
9,145000
9,145000
9,150000
9,150000
9,150000
9,150000
9,150000
9,150000
9,150000
9,150000
9,150000
9,150000
9,95000
9,95000
9,95000
9,95000
9,95000
9,140000
9,140000
9,140000
9,140000
9,120000
9,95000
9,95000
9,112000
10,190000
10,190000
10,190000
10,190000
10,190000
10,95000
10,120000
10,120000
10,94502
10,94502
10,126520
10,126520
10,126520
10,126593
10,123386
10,128712
10,128999
10,128999
10,128999
10,130000
10,130000
10,130000
10,130000
10,130000
10,100000
10,113000
10,113000
10,113000
10,113000
10,113000
10,113000
10,113000
10,113000
10,150000
10,150000
10,100000
10,195000
10,195000
10,195000
10,195000
10,195000
10,120000
10,117314
10,105000
10,105000
10,160000
10,150000
10,150000
10,150000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,105000
10,105000
10,105000
10,105000
10,105000
10,105000
10,105000
10,105000
10,110000
10,110000
10,150000
10,150000
10,150000
10,150000
10,150000
10,150000
10,150000
10,150000
10,150000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,155000
10,110000
10,110000
10,110000
10,110000
10,110000
10,130000
10,130000
10,130000
10,130000
10,130000
10,130000
10,130000
10,130000
10,130000
10,130000
10,130000
10,130000
10,110000
10,100000
11,80000
11,150000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,119000
11,119000
11,119000
11,119000
11,119000
11,119000
11,119000
11,119000
11,119000
11,119000
11,119000
11,119000
11,119000
11,119000
11,119000
11,119000
11,136062
11,136062
11,136062
11,136062
11,136285
11,136662
11,136662
11,136662
11,155000
11,110000
11,185000
11,110000
11,103947
11,103947
11,195000
11,198000
11,198000
11,198000
11,198000
11,120000
11,128078
11,128078
11,137775
11,138859
11,138859
11,138859
11,110000
11,110000
11,100000
11,100000
11,115000
11,115000
11,165000
11,170000
11,170000
11,170000
11,170000
11,170000
11,170000
11,170000
11,170000
11,170000
11,170000
11,170000
11,170000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,160000
11,170000
11,170000
11,170000
11,170000
11,170000
11,170000
11,170000
11,170000
11,170000
11,150000
11,120000
11,135000
11,135000
11,135000
11,135000
11,135000
11,135000
11,135000
11,135000
11,135000
11,135000
11,135000
11,135000
11,155000
11,115000
11,115000
11,115000
11,115000
11,115000
11,115000
11,115000
11,115000
11,115000
11,115000
11,120000
12,195000
12,195000
12,195000
12,195000
12,195000
12,130000
12,130000
12,110000
12,137878
12,137878
12,137878
12,150000
12,150000
12,150000
12,150000
12,131960
12,132442
12,132442
12,132442
12,195000
12,120000
12,120000
12,120000
12,120000
12,120000
12,120000
12,120000
12,120000
12,120000
12,120000
12,120000
12,120000
12,120000
12,120000
12,120000
12,160000
12,196000
12,196000
12,196000
12,160976
12,160976
12,120000
12,120000
12,120000
12,165000
12,169159
12,169159
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,170000
12,120000
12,120000
12,130000
12,141735
12,115000
12,160000
12,160000
12,160000
12,160000
12,130000
12,165000
12,165000
12,175000
12,130000
12,170000
12,170000
12,165000
12,170000
12,170000
12,120000
12,120000
13,130000
13,130000
13,135378
13,143885
13,160000
13,160000
13,160000
13,160000
13,160000
13,160000
13,160000
13,160000
13,127000
13,130000
13,130000
13,130000
13,130000
13,130000
13,130000
13,130000
13,130000
13,140000
13,146351
13,146508
13,146508
13,146508
13,146508
13,147326
13,147326
13,147326
13,127346
13,127346
13,170000
13,130000
13,130000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,170000
13,130000
13,130000
13,130000
13,130000
13,130000
13,130000
13,130000
13,130000
13,130000
13,130000
13,130000
13,130000
13,130000
13,160000
13,180000
13,180000
13,180000
13,185000
13,170000
13,135000
13,135000
13,138000
13,140000
13,140000
13,140000
13,140000
13,140000
13,140000
13,140000
13,185000
13,185000
13,185000
13,185000
13,185000
13,185000
13,140000
13,140000
13,140000
13,140000
13,140000
13,140000
