Age,Salary
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,65000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,75000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,60000
27,62000
27,70000
27,75000
27,75000
27,75000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,85000
27,85000
27,85000
27,85000
27,85000
27,85000
27,85000
27,85000
27,85000
27,85000
27,85000
27,68732
27,82683
27,82683
27,115000
27,35000
27,35000
27,35000
27,35000
27,35000
27,35000
27,35000
27,35000
27,40000
27,40000
27,40000
27,40000
27,40000
27,40000
27,40000
27,40000
27,40000
27,45000
27,50000
27,68611
27,60000
27,79767
27,80247
27,80247
27,80247
27,50000
27,50000
27,50000
27,50000
27,87584
27,115000
27,115000
27,115000
27,115000
27,115000
27,115000
27,115000
27,115000
27,115000
27,115000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,55000
27,120000
28,35000
28,40000
28,40000
28,40000
28,40000
28,40000
28,40000
28,40000
28,40000
28,125000
28,125000
28,125000
28,125000
28,160000
28,160000
28,160000
28,160000
28,160000
28,150000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,165000
28,165000
28,30000
28,50000
28,45000
28,65000
28,70000
28,70000
28,70000
28,70000
28,70000
28,70000
28,70000
28,70000
28,70000
28,70000
28,70000
28,70000
28,70000
28,52000
28,52000
28,52000
28,52000
28,52000
28,52000
28,52000
28,52000
28,52000
28,52000
28,52000
28,52000
28,55000
28,55000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,65000
28,65000
28,65000
28,70000
28,70000
28,70000
28,75000
28,85000
28,85000
28,85000
28,85000
28,85000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,70000
28,71699
28,72389
28,72389
28,72389
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,75000
28,77606
28,77606
28,77606
28,80000
28,80000
28,80000
28,80000
28,80000
28,80000
28,84407
28,175000
28,32000
28,32000
28,35000
28,35000
28,35000
28,35000
28,35000
28,35000
28,35000
28,40000
28,40000
28,43000
28,43000
28,43000
28,95845
28,95845
28,130000
28,130000
28,130000
28,130000
28,130000
28,130000
28,130000
28,130000
28,130000
28,130000
28,130000
28,130000
28,130000
28,130000
28,40000
28,55000
28,55000
28,90000
28,90000
28,90000
28,90452
28,76742
28,76742
28,80000
28,84181
28,84181
28,84181
28,108607
28,55000
28,55000
28,55000
28,55000
28,55000
28,55000
28,55000
28,55000
29,350
29,35000
29,40000
29,40000
29,55000
29,45000
29,50000
29,140000
29,140000
29,140000
29,140000
29,170000
29,170000
29,175000
29,130000
29,130000
29,130000
29,130000
29,130000
29,180000
29,45000
29,45000
29,45000
29,60000
29,60000
29,60000
29,60000
29,60000
29,60000
29,60000
29,60000
29,60000
29,60000
29,65000
29,70000
29,70000
29,75000
29,80000
29,80000
29,90000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,71000
29,71000
29,71000
29,71000
29,71000
29,71000
29,71000
29,71000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,75000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,90000
29,90000
29,90000
29,95000
29,70000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,80000
29,105000
29,75000
29,88035
29,88552
29,88552
29,88552
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,95000
29,100000
29,40000
29,75000
29,75000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,70000
29,95000
29,106662
30,40000
30,50000
30,45000
30,45000
30,60000
30,140000
30,140000
30,160000
30,160000
30,160000
30,160000
30,160000
30,185000
30,185000
30,185000
30,185000
30,185000
30,190000
30,65000
30,65000
30,65000
30,65000
30,65000
30,65000
30,65000
30,65000
30,65000
30,65000
30,65000
30,65000
30,75000
30,95000
30,95000
30,95000
30,95000
30,70000
30,70000
30,70000
30,70000
30,70000
30,70000
30,70000
30,70000
30,70000
30,75000
30,75000
30,75000
30,75000
30,75000
30,75000
30,75000
30,75000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,75000
30,85000
30,85000
30,85000
30,85000
30,85000
30,85000
30,85000
30,85000
30,110000
30,110000
30,110000
30,32000
30,32000
30,33000
30,33000
30,33000
30,33000
30,33000
30,33000
30,33000
30,33000
30,103947
30,103947
30,170000
30,170000
30,170000
30,170000
30,170000
30,65000
30,65000
30,105000
30,105000
30,105000
30,105000
30,105000
30,105000
30,105000
30,105000
30,105000
30,105000
30,105000
30,105000
30,105000
30,99363
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,100000
30,105725
30,105725
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,120000
30,107895
30,107895
30,180000
30,100000
30,170000
30,185000
30,185000
30,185000
30,185000
31,50000
31,50000
31,50000
31,55000
31,55000
31,50000
31,50000
31,60000
31,80000
31,190000
31,180000
31,180000
31,180000
31,180000
31,190000
31,190000
31,190000
31,190000
31,190000
31,190000
31,190000
31,190000
31,190000
31,190000
31,190000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,195000
31,50000
31,65000
31,65000
31,65000
31,65000
31,65000
31,65000
31,65000
31,60000
31,60000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,70000
31,80000
31,75000
31,75000
31,75000
31,75000
31,75000
31,75000
31,75000
31,85000
31,85000
31,85000
31,85000
31,85000
31,85000
31,85000
31,85000
31,95000
31,100000
31,115000
31,115000
31,115000
31,115000
31,115000
31,115000
31,115000
31,115000
31,115000
31,115000
31,115000
31,103282
31,120000
31,100052
31,100679
31,100679
31,100679
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,35000
31,35000
31,35000
31,35000
31,35000
31,35000
31,35000
31,35000
31,35000
31,35000
31,40000
31,40000
31,50000
31,50000
31,50000
31,50000
31,50000
31,50000
31,50000
31,50000
31,50000
31,50000
31,50000
31,50000
31,50000
31,55000
31,95000
31,160000
31,180000
31,185000
31,185000
31,185000
31,185000
31,185000
31,195000
31,100000
31,100000
31,100000
31,100000
31,100000
31,120000
31,125000
31,125000
31,125000
31,125000
31,125000
31,125000
31,125000
31,125000
31,125000
31,125000
31,125000
31,130000
31,175000
31,90000
31,90000
31,130000
31,135000
31,135000
31,135000
31,135000
31,135000
31,135000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,140000
31,111535
31,120288
31,130000
31,90000
31,90000
31,90000
31,110000
32,45000
32,55000
32,65000
32,65000
32,75000
32,90000
32,170000
32,170000
32,170000
32,170000
32,170000
32,180000
32,180000
32,180000
32,180000
32,180000
32,180000
32,180000
32,180000
32,180000
32,180000
32,180000
32,180000
32,180000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,190000
32,45000
32,45000
32,95000
32,60000
32,115000
32,120000
32,135000
32,72000
32,72000
32,72000
32,72000
32,72000
32,72000
32,72000
32,72000
32,72000
32,72000
32,72000
32,72000
32,75000
32,75000
32,75000
32,75000
32,75000
32,75000
32,75000
32,75000
32,90000
32,90000
32,90000
32,90000
32,90000
32,90000
32,90000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,90000
32,106218
32,106218
32,106218
32,106218
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,120000
32,104661
32,104661
32,40000
32,40000
32,40000
32,40000
32,50000
32,50000
32,50000
32,50000
32,90000
32,100000
32,70000
32,80000
32,80000
32,95000
32,95000
32,120000
32,130000
32,130000
32,130000
32,130000
32,130000
32,130000
32,130000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,110000
32,120000
32,120000
32,135000
32,121454
32,122354
32,122354
32,122354
32,126916
32,128078
32,128078
32,80000
32,140000
32,140000
32,140000
32,140000
32,150000
32,150000
32,150000
32,150000
33,60000
33,60000
33,60000
33,60000
33,60000
33,60000
33,60000
33,60000
33,50000
33,50000
33,70000
33,70000
33,65000
33,75000
33,100000
33,55000
33,70000
33,70000
33,70000
33,70000
33,70000
33,70000
33,70000
33,70000
33,75000
33,75000
33,75000
33,75000
33,75000
33,75000
33,75000
33,75000
33,110000
33,110000
33,110000
33,110000
33,110000
33,110000
33,85000
33,85000
33,85000
33,85000
33,85000
33,85000
33,85000
33,85000
33,96000
33,96000
33,96000
33,96000
33,96000
33,96000
33,96000
33,110000
33,110000
33,110000
33,110000
33,110000
33,130000
33,130000
33,142000
33,120000
33,120000
33,120000
33,120000
33,120000
33,130000
33,117904
33,130000
33,130000
33,130000
33,130000
33,130000
33,25000
33,38000
33,38000
33,90000
33,85000
33,115000
33,195000
33,195000
33,195000
33,195000
33,195000
33,195000
33,198000
33,198000
33,198000
33,198000
33,70000
33,80000
33,80000
33,130000
33,130000
33,130000
33,130000
33,130000
33,130000
33,100000
33,120000
33,120000
33,120000
33,120000
33,120000
33,120000
33,120000
33,120000
33,120000
33,120000
33,120000
33,120000
33,120000
33,120000
33,139817
33,139817
33,120000
33,120000
33,130000
33,117314
33,95000
33,95000
33,190000
33,190000
33,190000
33,190000
33,190000
33,190000
33,190000
33,190000
33,190000
33,190000
33,190000
33,190000
33,190000
33,190000
33,120000
33,150000
33,150000
33,150000
33,150000
33,150000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
33,155000
34,90000
34,90000
34,90000
34,95000
34,90000
34,100000
34,185000
34,185000
34,185000
34,185000
34,185000
34,185000
34,185000
34,185000
34,185000
34,185000
34,195000
34,195000
34,195000
34,195000
34,195000
34,50000
34,50000
34,50000
34,50000
34,50000
34,50000
34,50000
34,50000
34,50000
34,50000
34,65000
34,65000
34,95000
34,85000
34,120000
34,85000
34,85000
34,90000
34,101000
34,101000
34,101000
34,101000
34,101000
34,101000
34,101000
34,104000
34,104000
34,104000
34,104000
34,104000
34,104000
34,104000
34,130000
34,130000
34,130000
34,130000
34,130000
34,94502
34,94502
34,126520
34,126520
34,126520
34,126593
34,90000
34,105000
34,105000
34,196000
34,196000
34,196000
34,125000
34,125000
34,140000
34,90000
34,90000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,100000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,125000
34,125000
34,125000
34,125000
34,125000
34,125000
34,125000
34,125000
34,125000
34,125000
34,125000
34,125000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,140000
34,146075
34,146075
34,146075
34,146075
34,150000
34,150000
34,105000
34,105000
34,160976
34,160976
34,95000
34,95000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,160000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
34,170000
35,65000
35,80000
35,85000
35,90000
35,85000
35,95000
35,95000
35,100000
35,100000
35,80000
35,80000
35,90000
35,140000
35,140000
35,140000
35,140000
35,140000
35,140000
35,145000
35,145000
35,145000
35,145000
35,145000
35,145000
35,125091
35,123386
35,128712
35,128999
35,128999
35,128999
35,130000
35,130000
35,130000
35,130000
35,130000
35,105000
35,95000
35,110000
35,120000
35,140000
35,101332
35,101332
35,140000
35,155000
35,130275
35,131547
35,131547
35,131547
35,132638
35,132638
35,132638
35,132638
35,90000
35,80000
35,80000
35,112000
35,110000
35,110000
35,110000
35,110000
35,110000
35,130000
35,130000
35,130000
35,130000
35,130000
35,130000
35,130000
35,130000
35,130000
35,130000
35,130000
35,130000
35,150000
36,60000
36,60000
36,90000
36,70000
36,95000
36,95000
36,95000
36,95000
36,95000
36,110000
36,95000
36,100000
36,45000
36,45000
36,70000
36,75000
36,75000
36,75000
36,75000
36,75000
36,75000
36,75000
36,75000
36,75000
36,75000
36,75000
36,75000
36,75000
36,120000
36,100000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,110000
36,110000
36,110000
36,110000
36,110000
36,110000
36,110000
36,110000
36,162000
36,100000
36,150000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,160000
36,137878
36,137878
36,137878
36,135378
36,143885
36,119224
36,119224
36,139095
36,120000
36,89000
36,89000
36,130000
36,140000
36,140000
36,140000
36,106492
36,106492
36,140000
36,140000
36,140000
36,140000
36,140000
36,140000
36,140000
36,125000
36,150000
36,150000
36,150000
36,150000
36,150000
36,150000
36,150000
36,150000
36,150000
36,160000
36,137775
36,138859
36,138859
36,138859
36,146351
36,146508
36,146508
36,146508
36,146508
36,147326
36,147326
36,147326
36,120000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,135000
36,155000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,170000
36,160000
36,180000
36,180000
36,180000
36,185000
37,90000
37,95000
37,100000
37,95000
37,120000
37,75000
37,75000
37,75000
37,75000
37,90000
37,90000
37,90000
37,90000
37,113000
37,113000
37,113000
37,113000
37,113000
37,113000
37,113000
37,113000
37,150000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,160000
37,150000
37,150000
37,150000
37,150000
37,160000
37,160000
37,160000
37,160000
37,105000
37,120000
37,150000
37,145000
37,145000
37,145000
37,145000
37,145000
37,150000
37,150000
37,150000
37,150000
37,150000
37,150000
37,150000
37,150000
37,150000
37,150000
37,150000
37,150000
37,150000
37,155000
37,155000
37,110000
37,180000
37,180000
37,180000
37,180000
37,180000
37,180000
37,180000
37,180000
37,180000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,190000
37,90000
37,115000
37,115000
37,115000
37,115000
37,115000
37,115000
37,115000
37,115000
37,120000
37,120000
37,195000
37,195000
37,195000
37,195000
37,195000
38,80000
38,95000
38,95000
38,150000
38,119000
38,119000
38,119000
38,119000
38,119000
38,119000
38,119000
38,119000
38,119000
38,119000
38,119000
38,119000
38,119000
38,119000
38,119000
38,119000
38,136062
38,136062
38,136062
38,136062
38,136285
38,136662
38,136662
38,136662
38,155000
38,131960
38,132442
38,132442
38,132442
38,160000
38,160000
38,160000
38,160000
38,136449
38,136449
38,136449
38,136449
38,110000
38,110000
38,95000
38,95000
38,95000
38,95000
38,95000
38,95000
38,95000
38,95000
38,95000
38,95000
38,95000
38,155000
38,155000
38,155000
38,155000
38,155000
38,155000
38,155000
38,155000
38,155000
38,155000
38,155000
38,155000
38,110000
38,120000
38,147708
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,195000
38,148437
38,170995
38,171652
38,171652
38,171652
38,154990
38,110000
38,115000
38,115000
38,120000
38,130000
38,141735
38,170000
39,120000
39,100000
39,110000
39,127000
39,95000
39,95000
39,105000
39,105000
39,105000
39,105000
39,105000
39,105000
39,105000
39,105000
39,100000
39,100000
39,120000
39,142360
39,142360
39,100000
39,115000
39,185000
40,130000
40,130000
40,195000
40,149748
40,150301
40,150301
40,150301
40,151670
40,151670
40,151670
40,151670
40,160000
40,160000
40,160000
40,160000
40,135000
40,135000
40,140000
40,150000
40,150000
40,150000
40,150000
40,150000
40,150000
40,150000
40,150000
41,150000
41,150000
41,185000
41,120000
41,120000
41,120000
41,120000
41,120000
41,120000
41,120000
41,120000
41,120000
41,120000
41,120000
41,120000
41,120000
41,120000
41,120000
41,130000
41,140000
41,115000
41,115000
41,165000
41,120000
41,127346
41,127346
41,170000
41,180000
41,180000
41,143705
